lon,lat
-73.9184612,40.8069551
-73.9015002,40.8380511
-73.84537,40.8428716
-73.8644818,40.8410341
-77.55838,43.120847
-73.9162796,40.8502864
-77.55838,43.120847
-73.9443172,40.5839762
-88.05791099999999,42.1863518
-73.9494352,40.77330680000001
-73.954925,40.6437794
-73.9512743,40.6633428
-74.00702749999999,40.6742807
-73.9792329,40.6756559
-73.7325759,40.7205682
-73.9825668,40.72768569999999
-122.2655927,47.8500396
-122.2655927,47.8500396
-73.8224707,40.7650253
-73.9692453,40.7944762
-73.9692453,40.7944762
-86.91094679999999,41.1359735
-73.90447499999999,40.774898
-74.15402139999999,40.6312013
-73.99069709999999,40.72042709999999
-73.9050863,40.8327501
-73.97772979999999,40.7873175
-76.8413408,39.0973159
-73.94841339999999,40.7957818
-73.9241861,40.8142132
-73.9241861,40.8142132
-73.89744619999999,40.8235938
-73.88580329999999,40.8182121
-73.9117938,40.8264153
-73.8577863,40.8155399
-73.8703012,40.8251235
-73.8485685,40.8184142
-73.9156205,40.8545186
-73.8599132,40.8474697
-73.9400254,40.5946712
-73.9863546,40.5970857
-73.9521931,40.7780602
-73.9521931,40.7780602
-73.9816311,40.742293600000004
-73.9335712,40.6427526
-73.9677497,40.75291379999999
-73.9893629,40.75957160000001
-73.94859749999999,40.6508471
-73.9062773,40.6591014
-94.7053013,37.3961631
-83.165663,42.522009
-83.165663,42.522009
-83.165663,42.522009
-73.89720659999999,40.6738326
-73.9941216,40.7266358
-94.7053013,37.3961631
-73.9754284,40.6937063
-73.9754284,40.6937063
-73.80354,40.7023891
-73.76261199999999,40.709541
-73.8961789,40.6579899
-73.8961789,40.6579899
-73.8961789,40.6579899
-73.8961789,40.6579899
-73.886699,40.7482135
-73.886699,40.7482135
-73.886699,40.7482135
-74.0751202,40.642211
-77.6075628,43.135953
-73.9883005,40.71836589999999
-73.9883005,40.71836589999999
-73.9803227,40.74061650000001
-73.98991769999999,40.737383
-73.952544,40.7695856
-73.9411966,40.7920323
-73.9050863,40.8327501
-73.9592414,40.7633741
-73.9197171,40.8640032
-73.9095569,40.8126128
-73.9066802,40.8300765
-73.9066802,40.8300765
-121.4015542,38.6038704
-73.9222273,40.8308879
-73.8960604,40.8619176
-73.8960604,40.8619176
-73.8960604,40.8619176
-73.9361428,40.594527
-73.97590919999999,40.6065352
-73.9289556,40.6150066
-73.95131860000001,40.78433210000001
-73.9388762,40.6495854
-73.9608937,40.6266603
-73.9656177,40.7744146
-73.8916423,40.6599257
-73.8837346,40.6594298
-73.88863979999999,40.6653263
-73.9941216,40.7266358
-73.9941216,40.7266358
-73.9941216,40.7266358
-73.9941216,40.7266358
-73.9941216,40.7266358
-73.9941216,40.7266358
-73.9416945,40.7258892
-87.7067649,41.81274699999999
-73.8056628,40.697595
-121.7894367,36.570156
-73.81906409999999,40.6879982
-73.859763,40.74754799999999
-74.0850018,40.6127252
-74.14682379999999,40.6314735
-73.9970929,40.72229249999999
-73.9778238,40.7282422
-73.9631445,40.7760643
-73.93980669999999,40.7880659
-73.939679,40.7914324
-73.9371275,40.8023841
-73.9562105,40.8134463
-73.92753259999999,40.8621618
-77.01914909999999,38.9432733
-73.90605219999999,40.8567706
-73.9057143,40.8567297
-73.9057143,40.8567297
-73.89910259999999,40.869767
-73.89401610000002,40.8649485
-73.8961272,40.8651967
-73.9555424,40.7744413
-73.9498967,40.6500043
-73.9498967,40.6500043
-73.9358443,40.6531853
-73.942189,40.622411
-73.9233023,40.7376998
-73.9886157,40.6818535
-73.9574572,40.6713244
-73.907247,40.682726
-73.9096327,40.699736
-73.9148828,40.8149146
-73.9148828,40.8149146
-73.9333963,40.7718953
-73.9339988,40.7614644
-73.9555424,40.7744413
-73.99088259999999,40.7460118
-73.95092720000001,40.7800581
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.93837409999999,40.7958108
-73.9724231,40.7897647
-73.9724231,40.7897647
-73.9724231,40.7897647
-73.957315,40.8043677
-73.9360329,40.8394861
-73.9245219,40.8626272
-97.1508961,31.5668807
-97.1508961,31.5668807
-73.9166019,40.8089719
-73.8891723,40.8149329
-73.9101259,40.8480758
-80.003695,40.4334
-81.070228,33.9832244
-73.880007,40.87047
-73.880007,40.87047
-73.880007,40.87047
-73.83209029999999,40.8531894
-73.83209029999999,40.8531894
-73.83209029999999,40.8531894
-73.9826815,40.591766
-96.8237304,32.8031289
-96.8237304,32.8031289
-73.97994969999999,40.6173221
-73.99169180000001,40.63999920000001
-73.99169180000001,40.63999920000001
-73.99169180000001,40.63999920000001
-122.4910079,47.206032
-73.8914882,40.6699335
-73.8791471,40.6576563
-73.9366428,40.6693118
-73.9366428,40.6693118
-73.931178,40.6870368
-73.931178,40.6870368
-73.931178,40.6870368
-73.931178,40.6870368
-73.8730341,40.7340424
-73.8244624,40.6875329
-73.9786536,40.7225936
-73.9825664,40.7313474
-73.9553842,40.771103
-73.9393346,40.815423
-73.9398434,40.8212523
-73.9562105,40.8134463
-90.83157519999999,32.3774765
-73.92505179999999,40.8152768
-73.8877819,40.8374083
-73.92337309999999,40.85153010000001
-73.983918,40.660137
-73.939568,40.6561084
-73.939568,40.6561084
-73.9499397,40.6450701
-73.9499397,40.6450701
-73.939568,40.6561084
-73.939568,40.6561084
-73.939568,40.6561084
-73.9425535,40.659896
-73.9366428,40.6693118
-74.0529159,40.8926486
-73.9608026,40.6941995
-74.00702540000002,40.7098694
-118.2729651,33.9209328
-73.92036379999999,40.8688197
-73.9864335,40.6910807
-73.8372246,40.5803863
-73.831057,40.743482
-73.9369024,40.763922
-73.9402762,40.7509846
-73.98562,40.7227711
-73.98562,40.7227711
-73.98562,40.7227711
-73.86781959999999,40.7446367
-73.86781959999999,40.7446367
-87.7415305,41.76003
-73.8622805,40.7499212
-87.7415305,41.76003
-73.8622805,40.7499212
-73.8622805,40.7499212
-74.1617048,40.6079915
-73.9966529,40.7478166
-73.982136,40.73903560000001
-73.9744533,40.7507757
-73.96016519999999,40.7643821
-93.3450527,44.9687825
-73.96032,40.773008
-73.9725591,40.6773274
